,Year,Month,InflationRate,GasPrice,Sales,NetIncome,Assets,Equity,Volume,AdjustedClose,Date,AdjustedCloseChange,RegSales,GallonsSold,DateYM
136,2011,5,3.6,3.96,22198.67,2577.33,201720.0,116430.0,170.7992,67.1522,2011-05-01,-3.3945315759338683,66.59600999999999,16,2011-05
137,2011,6,3.6,3.735,22198.67,2577.33,201720.0,116430.0,175.644,65.8272,2011-06-01,-1.9731296964209548,66.59600999999999,17,2011-06
138,2011,7,3.6,3.705,20377.0,2609.67,204100.0,121680.0,142.4573,66.5825,2011-07-01,1.1473980360701859,61.131,16,2011-07
139,2011,8,3.8,3.696,20377.0,2609.67,204100.0,121680.0,314.1578,63.772,2011-08-01,-4.221079112379371,61.131,16,2011-08
140,2011,9,3.9,3.667,20377.0,2609.67,204100.0,121680.0,233.1012,59.7395,2011-09-01,-6.323308034874245,61.131,16,2011-09
141,2011,10,3.5,3.506,19492.0,1707.67,209470.0,122180.0,207.8935,67.7787,2011-10-01,13.457092878246385,58.476,16,2011-10
142,2011,11,3.4,3.443,19492.0,1707.67,209470.0,122180.0,224.7163,66.8717,2011-11-01,-1.3381785133087476,58.476,16,2011-11
143,2011,12,3.0,3.326,19492.0,1707.67,209470.0,122180.0,159.952,69.2001,2011-12-01,3.4818914428674645,58.476,17,2011-12
144,2012,1,2.9,3.44,19671.33,2157.0,214890.0,126330.0,157.2087,67.0668,2012-01-01,-3.0827990132962384,59.01399000000001,17,2012-01
145,2012,2,2.9,3.64,19671.33,2157.0,214890.0,126330.0,130.9808,71.5166,2012-02-01,6.634877465452348,59.01399000000001,16,2012-02
146,2012,3,2.7,3.907,19671.33,2157.0,214890.0,126330.0,146.9797,70.2648,2012-03-01,-1.7503628528201887,59.01399000000001,15,2012-03
147,2012,4,2.3,3.958,19849.0,2403.33,219380.0,131290.0,119.7367,69.8387,2012-04-01,-0.6064202844098077,59.547,15,2012-04
148,2012,5,1.7,3.791,19849.0,2403.33,219380.0,131290.0,162.1646,65.0111,2012-05-01,-6.912499803117754,59.547,15,2012-05
149,2012,6,1.7,3.596,19849.0,2403.33,219380.0,131290.0,157.2725,69.7657,2012-06-01,7.3135203065322685,59.547,16,2012-06
150,2012,7,1.4,3.498,18622.33,1751.0,226860.0,134220.0,134.2659,72.4638,2012-07-01,3.867373222084794,55.86699000000001,15,2012-07
151,2012,8,1.7,3.78,18622.33,1751.0,226860.0,134220.0,112.9974,74.7629,2012-08-01,3.1727566039870823,55.86699000000001,14,2012-08
152,2012,9,2.0,3.91,18622.33,1751.0,226860.0,134220.0,117.8949,77.6958,2012-09-01,3.9229350386354724,55.86699000000001,14,2012-09
153,2012,10,2.2,3.812,18737.0,2415.0,232980.0,137830.0,129.4455,73.4835,2012-10-01,-5.4215285768342625,56.211,14,2012-10
154,2012,11,1.8,3.521,18737.0,2415.0,232980.0,137830.0,128.4177,71.0687,2012-11-01,-3.2861798907237585,56.211,15,2012-11
155,2012,12,1.7,3.381,18737.0,2415.0,232980.0,137830.0,125.4181,72.7162,2012-12-01,2.3181794517136183,56.211,16,2012-12
156,2013,1,1.6,3.391,18123.67,2059.33,237410.0,141490.0,119.425,77.4299,2013-01-01,6.482324433895073,54.37101,16,2013-01
157,2013,2,2.0,3.736,18123.67,2059.33,237410.0,141490.0,100.8124,79.3884,2013-02-01,2.5293846434000216,54.37101,14,2013-02
158,2013,3,1.5,3.779,18123.67,2059.33,237410.0,141490.0,114.5337,80.5201,2013-03-01,1.4255231242851494,54.37101,14,2013-03
159,2013,4,1.1,3.638,18398.33,1788.33,244050.0,144160.0,132.6688,82.6818,2013-04-01,2.684671280835474,55.194990000000004,15,2013-04
160,2013,5,1.4,3.675,18398.33,1788.33,244050.0,144160.0,155.4153,83.8595,2013-05-01,1.4243763440080102,55.194990000000004,15,2013-05
161,2013,6,1.8,3.689,18398.33,1788.33,244050.0,144160.0,123.6996,80.8468,2013-06-01,-3.592556597642485,55.194990000000004,14,2013-06
162,2013,7,2.0,3.661,18896.0,1650.0,247840.0,146070.0,104.6127,86.0047,2013-07-01,6.379844347580857,56.688,15,2013-07
163,2013,8,1.5,3.645,18896.0,1650.0,247840.0,146070.0,114.1013,82.9588,2013-08-01,-3.541550636186159,56.688,15,2013-08
164,2013,9,1.2,3.604,18896.0,1650.0,247840.0,146070.0,102.7043,83.6959,2013-09-01,0.8885133343298008,56.688,15,2013-09
165,2013,10,1.0,3.42,18003.33,1643.33,253750.0,150430.0,141.3209,82.635,2013-10-01,-1.2675650778592313,54.00999,15,2013-10
166,2013,11,1.2,3.322,18003.33,1643.33,253750.0,150430.0,120.6799,85.0488,2013-11-01,2.921038300962067,54.00999,16,2013-11
167,2013,12,1.5,3.357,18003.33,1643.33,253750.0,150430.0,116.1958,86.7645,2013-12-01,2.0173124135790346,54.00999,16,2013-12
168,2014,1,1.6,3.392,16960.33,1504.0,258240.0,151810.0,131.3423,77.54,2014-01-01,-10.631652346293691,50.880990000000004,15,2014-01
169,2014,2,1.1,3.434,16960.33,1504.0,258240.0,151810.0,144.0161,80.8252,2014-02-01,4.236781016249665,50.880990000000004,14,2014-02
170,2014,3,1.5,3.606,16960.33,1504.0,258240.0,151810.0,131.0537,83.3341,2014-03-01,3.104106145113164,50.880990000000004,14,2014-03
171,2014,4,2.0,3.735,18551.33,1888.33,262050.0,154750.0,130.3844,87.9665,2014-04-01,5.558828858774476,55.65399000000001,14,2014-04
172,2014,5,2.1,3.75,18551.33,1888.33,262050.0,154750.0,103.88,86.797,2014-05-01,-1.3294833828787063,55.65399000000001,14,2014-05
173,2014,6,2.1,3.766,18551.33,1888.33,262050.0,154750.0,132.5816,92.2823,2014-06-01,6.319688468495471,55.65399000000001,14,2014-06
174,2014,7,2.0,3.688,17245.33,1864.33,265430.0,157310.0,101.7375,91.3563,2014-07-01,-1.003442697028575,51.73599000000001,14,2014-07
175,2014,8,1.7,3.565,17245.33,1864.33,265430.0,157310.0,91.3163,92.2812,2014-08-01,1.0124096531930462,51.73599000000001,14,2014-08
176,2014,9,1.7,3.484,17245.33,1864.33,265430.0,157310.0,130.032026,85.0598,2014-09-01,-7.82542923152279,51.73599000000001,14,2014-09
177,2014,10,1.7,3.255,13890.0,1157.0,266030.0,156190.0,197.277643,85.5089,2014-10-01,0.5279814906689211,41.67,12,2014-10
178,2014,11,1.3,2.997,13890.0,1157.0,266030.0,156190.0,130.589383,78.3242,2014-11-01,-8.402283271098085,41.67,13,2014-11
179,2014,12,0.8,2.632,13890.0,1157.0,266030.0,156190.0,221.17842,80.7055,2014-12-01,3.0403119342425384,41.67,15,2014-12
180,2015,1,-0.1,2.208,10812.0,855.67,269600.0,157000.0,209.62691,73.763,2015-01-01,-8.602263786235127,32.436,14,2015-01
181,2015,2,0.0,2.301,10812.0,855.67,269600.0,157000.0,148.253494,77.4894,2015-02-01,5.051855266190358,32.436,14,2015-02
182,2015,3,-0.1,2.546,10812.0,855.67,269600.0,157000.0,170.274092,76.2546,2015-03-01,-1.5935082733896593,32.436,12,2015-03
183,2015,4,-0.2,2.555,12286.67,190.33,266460.0,155890.0,130.036658,80.6709,2015-04-01,5.791519462432433,36.86001,14,2015-04
184,2015,5,0.0,2.802,12286.67,190.33,266460.0,155890.0,132.846078,75.5574,2015-05-01,-6.338716935102994,36.86001,13,2015-05
185,2015,6,0.1,2.885,12286.67,190.33,266460.0,155890.0,158.4452,70.7672,2015-06-01,-6.339815822143166,36.86001,12,2015-06
186,2015,7,0.2,2.88,10852.0,679.0,268450.0,155940.0,184.573105,64.906,2015-07-01,-8.282368102736854,32.556,11,2015-07
187,2015,8,0.2,2.726,10852.0,679.0,268450.0,155940.0,287.809359,60.1754,2015-08-01,-7.288386281699687,32.556,11,2015-08
188,2015,9,0.0,2.462,10852.0,679.0,268450.0,155940.0,245.835918,58.6077,2015-09-01,-2.6052174144251694,32.556,13,2015-09
189,2015,10,0.2,2.387,9265.33,-196.0,266100.0,153890.0,224.767956,67.5236,2015-10-01,15.212847458610383,27.795989999999996,11,2015-10
190,2015,11,0.5,2.26,9265.33,-196.0,266100.0,153890.0,176.674452,68.6444,2015-11-01,1.6598641067715647,27.795989999999996,12,2015-11
191,2015,12,0.7,2.144,9265.33,-196.0,266100.0,153890.0,261.406906,67.6221,2015-12-01,-1.489269335881744,27.795989999999996,12,2015-12
192,2016,1,1.4,2.057,7698.67,-241.67,263840.0,151480.0,280.058954,64.9987,2016-01-01,-3.8795009323874865,23.096010000000003,11,2016-01
193,2016,2,1.0,1.872,7698.67,-241.67,263840.0,151480.0,234.873015,63.5124,2016-02-01,-2.2866611178377383,23.096010000000003,12,2016-02
194,2016,3,0.9,2.071,7698.67,-241.67,263840.0,151480.0,214.557021,72.6161,2016-03-01,14.333736404229725,23.096010000000003,11,2016-03
195,2016,4,1.1,2.216,9329.67,-490.0,261480.00000000003,148330.0,155.658608,77.7768,2016-04-01,7.106826172157412,27.98901,12,2016-04
196,2016,5,1.0,2.371,9329.67,-490.0,261480.00000000003,148330.0,130.86717,77.6951,2016-05-01,-0.10504417769823249,27.98901,11,2016-05
197,2016,6,1.0,2.467,9329.67,-490.0,261480.00000000003,148330.0,152.197385,80.6414,2016-06-01,3.7921310352905238,27.98901,11,2016-06
198,2016,7,0.8,2.345,9727.33,427.67,259860.0,147950.0,134.604245,78.8336,2016-07-01,-2.2417765564586034,29.18199,12,2016-07
199,2016,8,1.1,2.284,9727.33,427.67,259860.0,147950.0,132.666424,78.182,2016-08-01,-0.8265511152605001,29.18199,12,2016-08
200,2016,9,1.5,2.327,9727.33,427.67,259860.0,147950.0,151.300019,80.0009,2016-09-01,2.326494589547451,29.18199,12,2016-09
201,2016,10,1.6,2.359,10072.33,138.33,260080.0,146720.0,138.652422,81.4233,2016-10-01,1.7779799977250264,30.21699,12,2016-10
202,2016,11,1.7,2.295,10072.33,138.33,260080.0,146720.0,169.972797,87.5812,2016-11-01,7.562822926606998,30.21699,13,2016-11
203,2016,12,2.1,2.366,10072.33,138.33,260080.0,146720.0,134.375578,92.4015,2016-12-01,5.503806753047471,30.21699,12,2016-12
204,2017,1,2.5,2.458,10454.0,894.0,259110.0,147790.0,123.803163,87.4163,2017-01-01,-5.395150511625886,31.362,12,2017-01
205,2017,2,2.7,2.416,10454.0,894.0,259110.0,147790.0,123.277877,89.1669,2017-02-01,2.002601345515643,31.362,12,2017-02
206,2017,3,2.4,2.437,10454.0,894.0,259110.0,147790.0,164.740615,85.1009,2017-03-01,-4.559988067320958,31.362,12,2017-03
207,2017,4,2.2,2.528,10920.33,483.33,254600.0,147390.0,100.644757,84.5698,2017-04-01,-0.6240827065283554,32.76099,12,2017-04
208,2017,5,1.9,2.503,10920.33,483.33,254600.0,147390.0,116.986634,82.8637,2017-05-01,-2.0173868213002777,32.76099,13,2017-05
209,2017,6,1.6,2.46,10920.33,483.33,254600.0,147390.0,125.302168,83.5443,2017-06-01,0.821348793259304,32.76099,13,2017-06
210,2017,7,1.7,2.414,11362.67,650.67,255160.0,147910.0,104.076587,87.4361,2017-07-01,4.65836687841059,34.088010000000004,14,2017-07
211,2017,8,1.9,2.494,11362.67,650.67,255160.0,147910.0,107.704691,87.05,2017-08-01,-0.4415796221469179,34.088010000000004,13,2017-08
212,2017,9,2.2,2.761,11362.67,650.67,255160.0,147910.0,107.168113,95.0416,2017-09-01,9.180470993681794,34.088010000000004,12,2017-09
213,2017,10,2.0,2.621,12189.33,1037.0,253810.0,149320.0,110.882186,93.7393,2017-10-01,-1.3702420834666071,36.567989999999995,13,2017-10
214,2017,11,2.2,2.678,12189.33,1037.0,253810.0,149320.0,100.335346,97.1541,2017-11-01,3.6428691061273213,36.567989999999995,13,2017-11
215,2017,12,2.1,2.594,12189.33,1037.0,253810.0,149320.0,102.081581,102.2163,2017-12-01,5.210485198257203,36.567989999999995,14,2017-12
216,2018,1,2.1,2.671,11993.33,1212.67,256440.0,151570.0,127.62909,102.347,2018-01-01,0.1278661035470634,35.97999,13,2018-01
217,2018,2,2.2,2.705,11993.33,1212.67,256440.0,151570.0,167.33958,92.291,2018-02-01,-9.825397911028162,35.97999,13,2018-02
218,2018,3,2.4,2.709,11993.33,1212.67,256440.0,151570.0,139.46656,94.0392,2018-03-01,1.8942258725119387,35.97999,13,2018-03
219,2018,4,2.5,2.873,13552.0,1136.33,257930.0,153380.0,143.042793,103.1677,2018-04-01,9.707122136300612,40.656,14,2018-04
220,2018,5,2.8,2.987,13552.0,1136.33,257930.0,153380.0,147.855116,103.3865,2018-05-01,0.21208188221702073,40.656,13,2018-05
221,2018,6,2.9,2.97,13552.0,1136.33,257930.0,153380.0,136.392348,105.1582,2018-06-01,1.7136666779511813,40.656,13,2018-06
222,2018,7,2.9,2.928,14061.67,1349.0,256610.0,154670.0,105.548364,105.0251,2018-07-01,-0.12657120414765188,42.185010000000005,14,2018-07
223,2018,8,2.7,2.914,14061.67,1349.0,256610.0,154670.0,113.556949,99.467,2018-08-01,-5.29216349234612,42.185010000000005,14,2018-08
224,2018,9,2.3,2.915,14061.67,1349.0,256610.0,154670.0,112.657973,102.6745,2018-09-01,3.224687584827123,42.185010000000005,14,2018-09
225,2018,10,2.5,2.943,13315.33,1243.33,253860.0,155640.0,152.334791,93.7489,2018-10-01,-8.693102961300028,39.945989999999995,13,2018-10
226,2018,11,2.2,2.736,13315.33,1243.33,253860.0,155640.0,151.564884,100.8265,2018-11-01,7.549528581135334,39.945989999999995,14,2018-11
227,2018,12,1.9,2.457,13315.33,1243.33,253860.0,155640.0,169.675118,92.2222,2018-12-01,-8.533768404139792,39.945989999999995,16,2018-12
228,2019,1,1.6,2.338,11475.67,883.0,256810.0,156120.0,139.157464,97.1898,2019-01-01,5.386555514832665,34.42701,14,2019-01
229,2019,2,1.5,2.393,11475.67,883.0,256810.0,156120.0,113.779732,102.3899,2019-02-01,5.350458587217986,34.42701,14,2019-02
230,2019,3,1.9,2.594,11475.67,883.0,256810.0,156120.0,126.231302,105.4724,2019-03-01,3.010550845347055,34.42701,13,2019-03
231,2019,4,2.0,2.881,12109.67,1435.0,255880.0,157450.0,221.26587,102.8009,2019-04-01,-2.532890121017445,36.329010000000004,12,2019-04
232,2019,5,1.8,2.946,12109.67,1435.0,255880.0,157450.0,174.97981,98.4439,2019-05-01,-4.238289742599534,36.329010000000004,12,2019-05
233,2019,6,1.6,2.804,12109.67,1435.0,255880.0,157450.0,112.772229,107.6009,2019-06-01,9.301744445313531,36.329010000000004,12,2019-06
234,2019,7,1.8,2.823,11574.67,860.0,256540.00000000003,156890.0,99.528084,106.4509,2019-07-01,-1.0687642947224418,34.72401,12,2019-07
235,2019,8,1.7,2.707,11574.67,860.0,256540.00000000003,156890.0,132.628825,102.8362,2019-08-01,-3.39565001329251,34.72401,12,2019-08
236,2019,9,1.7,2.681,11574.67,860.0,256540.00000000003,156890.0,123.991425,103.6049,2019-09-01,0.7474994214099695,34.72401,12,2019-09
237,2019,10,1.8,2.724,11558.67,-2203.33,237430.0,145210.0,112.966851,101.4559,2019-10-01,-2.07422621903018,34.676010000000005,12,2019-10
238,2019,11,2.1,2.693,11558.67,-2203.33,237430.0,145210.0,119.863379,103.3301,2019-11-01,1.847305085263656,34.676010000000005,12,2019-11
239,2019,12,2.3,2.645,11558.67,-2203.33,237430.0,145210.0,120.575629,106.3118,2019-12-01,2.8856064205879903,34.676010000000005,13,2019-12
240,2020,1,2.5,2.636,9748.0,1199.67,236680.0,144910.0,154.369806,94.5171,2020-01-01,-11.094441068630204,29.244,11,2020-01
241,2020,2,2.3,2.533,9748.0,1199.67,236680.0,144910.0,158.421308,83.3079,2020-02-01,-11.859441307445948,29.244,11,2020-02
242,2020,3,1.5,2.329,9748.0,1199.67,236680.0,144910.0,475.786719,64.6721,2020-03-01,-22.369787259071472,29.244,12,2020-03
243,2020,4,0.3,1.938,5380.67,-2756.67,223400.0,134390.0,302.736257,82.1119,2020-04-01,26.966497144827528,16.14201,8,2020-04
244,2020,5,0.1,1.961,5380.67,-2756.67,223400.0,134390.0,206.830619,82.9849,2020-05-01,1.0631832901199374,16.14201,8,2020-05
245,2020,6,0.6,2.17,5380.67,-2756.67,223400.0,134390.0,206.124485,80.7497,2020-06-01,-2.6935020708586705,16.14201,7,2020-06
246,2020,7,1.0,2.272,7986.33,-69.0,223060.0,132040.0,181.494812,75.9624,2020-07-01,-5.928566917276484,23.958989999999996,10,2020-07
247,2020,8,1.3,2.272,7986.33,-69.0,223060.0,132040.0,173.464939,77.0715,2020-08-01,1.460064452939875,23.958989999999996,10,2020-08
248,2020,9,1.4,2.274,7986.33,-69.0,223060.0,132040.0,256.445094,66.1164,2020-09-01,-14.214203693972479,23.958989999999996,10,2020-09
249,2020,10,1.2,2.248,8352.33,-221.67,239790.0,132730.0,251.171694,63.8207,2020-10-01,-3.472209618188529,25.05699,11,2020-10
250,2020,11,1.2,2.2,8352.33,-221.67,239790.0,132730.0,241.388094,81.2424,2020-11-01,27.297882975272913,25.05699,11,2020-11
251,2020,12,1.4,2.284,8352.33,-221.67,239790.0,132730.0,224.670987,78.6983,2020-12-01,-3.1314929150295825,25.05699,10,2020-12
252,2021,1,1.4,2.42,10450.0,459.0,241650.0,132930.0,197.519516,79.3973,2021-01-01,0.888202159385898,31.35,12,2021-01
253,2021,2,1.7,2.587,10450.0,459.0,241650.0,132930.0,202.359891,94.4801,2021-02-01,18.99661575393621,31.35,12,2021-02
254,2021,3,2.6,2.898,10450.0,459.0,241650.0,132930.0,304.18134,99.0057,2021-03-01,4.790003397540872,31.35,10,2021-03
255,2021,4,4.2,2.948,12128.33,1027.33,242810.0,133910.0,175.177045,97.3806,2021-04-01,-1.641420645477993,36.384989999999995,12,2021-04
256,2021,5,5.0,3.076,12128.33,1027.33,242810.0,133910.0,209.441367,99.2984,2021-05-01,1.9693860994900376,36.384989999999995,11,2021-05
257,2021,6,5.4,3.157,12128.33,1027.33,242810.0,133910.0,223.922486,100.2073,2021-06-01,0.9153218984394584,36.384989999999995,11,2021-06
258,2021,7,5.4,3.231,14116.33,2037.0,239950.0,136720.0,205.657426,97.4041,2021-07-01,-2.797400987752397,42.34899,13,2021-07
259,2021,8,5.3,3.255,14116.33,2037.0,239950.0,136720.0,213.418815,93.8652,2021-08-01,-3.633214618275815,42.34899,13,2021-08
260,2021,9,5.4,3.272,14116.33,2037.0,239950.0,136720.0,250.500704,98.4047,2021-09-01,4.836190622296655,42.34899,12,2021-09
261,2021,10,6.2,3.384,15402.33,1685.0,239540.0,139940.0,211.814421,111.0532,2021-10-01,12.853552726648203,46.20699,13,2021-10
262,2021,11,6.8,3.491,15402.33,1685.0,239540.0,139940.0,224.686287,110.7529,2021-11-01,-0.27041093818098716,46.20699,13,2021-11
263,2021,12,7.0,3.406,15402.33,1685.0,239540.0,139940.0,221.128758,115.1489,2021-12-01,3.9691962919255417,46.20699,13,2021-12
264,2022,1,7.5,3.413,17729.0,2086.33,249050.0,147100.0,300.049707,128.8667,2022-01-01,11.913096868489419,53.187,15,2022-01
265,2022,2,7.9,3.611,17729.0,2086.33,249050.0,147100.0,282.783725,142.7935,2022-02-01,10.807136366493424,53.187,14,2022-02
266,2022,3,8.5,4.322,17729.0,2086.33,249050.0,147100.0,526.661468,161.4657,2022-03-01,13.07636552083953,53.187,12,2022-03
